name	AAs	terminus	labelAtoms	formula	losses	id	monoMass	structural	shortName	hidden	type
PhosphoCytidine (Y)	Y		None	H12C9N3O7P		1843	305.041287	true		true	non_hardcoded
Phosphogluconoylation (K)	K		None	H11C6O9P		1344	258.014069	true		true	non_hardcoded
Phosphogluconoylation (N-term)		N	None	H11C6O9P		1344	258.014069	true		true	non_hardcoded
Phosphoguanosine (H)	H		None	H12C10N5O7P		413	345.047435	true	GMP	true	non_hardcoded
Phosphoguanosine (K)	K		None	H12C10N5O7P		413	345.047435	true	GMP	true	non_hardcoded
PhosphoHex (ST)	S, T		None	H11C6O8P	H11C6O8P	429	242.019154	true	pHx	true	non_hardcoded
PhosphoHex(2) (N)	N		None	H21C12O13P	H21C12O13P	1413	404.071978	true		true	non_hardcoded
PhosphoHex(2) (ST)	S, T		None	H21C12O13P	H21C12O13P	1413	404.071978	true		true	non_hardcoded
PhosphoHexNAc (ST)	S, T		None	H14C8NO8P	H14C8NO8P	428	283.045704	true	pHc	true	non_hardcoded
Phosphopantetheine (S)	S		None	H21C11N2O6PS		49	340.085794	true	PPE	true	non_hardcoded
Phosphopropargyl (S)	S		None	H4C3NO2P		959	116.997965	true		true	non_hardcoded
Phosphopropargyl (T)	T		None	H4C3NO2P		959	116.997965	true		true	non_hardcoded
Phosphopropargyl (Y)	Y		None	H4C3NO2P		959	116.997965	true		true	non_hardcoded
phosphoRibosyl (D)	D		None	H9C5O7P		1356	212.00859	true	pRb	true	non_hardcoded
phosphoRibosyl (E)	E		None	H9C5O7P		1356	212.00859	true	pRb	true	non_hardcoded
phosphoRibosyl (R)	R		None	H9C5O7P		1356	212.00859	true	pRb	true	non_hardcoded
PhosphoribosyldephosphoCoA (S)	S		None	H42C26N7O19P3S		395	881.146904	true	PRC	true	non_hardcoded
PhosphoUridine (H)	H		None	H11C9N2O8P		417	306.025302	true	UMP	true	non_hardcoded
PhosphoUridine (Y)	Y		None	H11C9N2O8P		417	306.025302	true	UMP	true	non_hardcoded
Phycocyanobilin (C)	C		None	H38C33N4O6		387	586.279135	true	pcb	true	non_hardcoded
Phycoerythrobilin (C)	C		None	H40C33N4O6		388	588.294785	true	pct	true	non_hardcoded
Phytochromobilin (C)	C		None	H36C33N4O6		389	584.263485	true	pcm	true	non_hardcoded
Piperidine (K)	K		None	H8C5		520	68.0626	true		true	non_hardcoded
Piperidine (N-term)		N	None	H8C5		520	68.0626	true		true	non_hardcoded
pRBS-ID_4-thiouridine (F)	F		None	H10C9N2O5	H8C5O4	2054	226.058972	true		true	non_hardcoded
pRBS-ID_6-thioguanosine (W)	W		None	H11C10N5O4	H8C5O4	2055	265.081104	true		true	non_hardcoded
Pro+O(2) (H)	H		None	H7C5NO3		2035	129.042593	true		true	non_hardcoded
Pro->HAVA (P)	P		None	H2O		1922	18.010565	true		true	non_hardcoded
Pro->pyro-Glu (P)	P		None	O - H2		359	13.979265	true	PGP	true	non_hardcoded
Pro->Pyrrolidinone (P)	P		None	-H2CO		360	-30.010565	true	PYD	true	non_hardcoded
Pro->Pyrrolidone (P)	P		None	-CO		369	-27.994915	true		true	non_hardcoded
probiotinhydrazide (P)	P		None	H18C10N4O2S		357	258.115047	true		true	non_hardcoded
Propargylamine (C-term)		C	None	H3C3N - O		958	37.031634	true		true	non_hardcoded
Propargylamine (D)	D		None	H3C3N - O		958	37.031634	true		true	non_hardcoded
Propargylamine (E)	E		None	H3C3N - O		958	37.031634	true		true	non_hardcoded
Propionamide (K)	K		None	C3H5NO		24	71.037114	true	PPa	true	non_hardcoded
Propionamide (N-term)		N	None	C3H5NO		24	71.037114	true	PPa	true	non_hardcoded
Propionyl (K)	K		None	C3H4O		58	56.026215	true	Poy	true	non_hardcoded
Propionyl (N-term)		N	None	C3H4O		58	56.026215	true	Poy	true	non_hardcoded
Propionyl (S)	S		None	C3H4O		58	56.026215	true	Poy	true	non_hardcoded
Propionyl (T)	T		None	C3H4O		58	56.026215	true	Poy	true	non_hardcoded
Propiophenone (C)	C		None	H8C9O		1310	132.057515	true		true	non_hardcoded
Propiophenone (H)	H		None	H8C9O		1310	132.057515	true		true	non_hardcoded
Propiophenone (K)	K		None	H8C9O		1310	132.057515	true		true	non_hardcoded
Propiophenone (R)	R		None	H8C9O		1310	132.057515	true		true	non_hardcoded
Propiophenone (S)	S		None	H8C9O		1310	132.057515	true		true	non_hardcoded
Propiophenone (T)	T		None	H8C9O		1310	132.057515	true		true	non_hardcoded
Propiophenone (W)	W		None	H8C9O		1310	132.057515	true		true	non_hardcoded
Propyl (C-term)		C	None	C3H6		1305	42.04695	true	Prp	true	non_hardcoded
Propyl (D)	D		None	C3H6		1305	42.04695	true	Prp	true	non_hardcoded
Propyl (E)	E		None	C3H6		1305	42.04695	true	Prp	true	non_hardcoded
Propyl (K)	K		None	C3H6		1305	42.04695	true	Prp	true	non_hardcoded
Propyl (N-term)		N	None	C3H6		1305	42.04695	true	Prp	true	non_hardcoded
Propyl:2H(6) (K)	K		None	H'6C3		1306	48.084611	true	Pr6	true	non_hardcoded
Propyl:2H(6) (N-term)		N	None	H'6C3		1306	48.084611	true	Pr6	true	non_hardcoded
PropylNAGthiazoline (C)	C		None	H14C9NO4S		514	232.064354	true		true	non_hardcoded
PS_Hapten (C)	C		None	H4C7O2		1345	120.021129	true		true	non_hardcoded
PS_Hapten (H)	H		None	H4C7O2		1345	120.021129	true		true	non_hardcoded
PS_Hapten (K)	K		None	H4C7O2		1345	120.021129	true		true	non_hardcoded
pupylation (K)	K		None	H13C9N3O5		1264	243.085521	true	Pup	true	non_hardcoded
Puromycin (C-term)		C	None	H27C22N7O4		973	453.212452	true	Pmn	true	non_hardcoded
PyMIC (N-term)		N	None	H6C7N2O		501	134.048013	true		true	non_hardcoded
PyridoxalPhosphate (K)	K		None	H8C8NO5P		46	229.014009	true	PyP	true	non_hardcoded
PyridoxalPhosphateH2 (K)	K		None	H10C8NO5P		1383	231.02966	true		true	non_hardcoded
Pyridylacetyl (K)	K		None	H5C7NO		25	119.037114	true	PyA	true	non_hardcoded
Pyridylacetyl (N-term)		N	None	H5C7NO		25	119.037114	true	PyA	true	non_hardcoded
Pyro-QQTGG (K)	K		None	H26C18N6O8		2083	454.181212	true		true	non_hardcoded
pyrophospho (S)	S		None	H2O6P2	H3O7P2	898	159.932662	true		true	non_hardcoded
pyrophospho (T)	T		None	H2O6P2	H3O7P2	898	159.932662	true		true	non_hardcoded
PyruvicAcidIminyl (K)	K		None	H2C3O2		422	70.005479	true	PAI	true	non_hardcoded
PyruvicAcidIminyl (Protein N-term C)	C	N	None	H2C3O2		422	70.005479	true	PAI	true	non_hardcoded
PyruvicAcidIminyl (Protein N-term V)	V	N	None	H2C3O2		422	70.005479	true	PAI	true	non_hardcoded
QAT (C)	C		None	C9H19N2O		195	171.149738	true	QT0	true	non_hardcoded
QEQTGG (K)	K		None	H36C23N8O11		876	600.250354	true		true	non_hardcoded
QQQTGG (K)	K		None	H37C23N9O10		877	599.266339	true	SU2	true	non_hardcoded
QQTGG (K)	K		None	H29C18N7O8		2082	471.207761	true		true	non_hardcoded
QTGG (K)	K		None	H21C13N5O6		1293	343.149184	true	SU1	true	non_hardcoded
Quinone (W)	W		None	O2 - H2		392	29.974179	true	Qin	true	non_hardcoded
Quinone (Y)	Y		None	O2 - H2		392	29.974179	true	Qin	true	non_hardcoded
RBS-ID_Uridine (Y)	Y		None	H12C9N2O6		2044	244.069536	true		true	non_hardcoded
Retinylidene (K)	K		None	H26C20		380	266.203451	true	Ret	true	non_hardcoded
RNPXL (N-term K)	K	N	None	H13C9N2O9P	H13C9N2O9P	1825	324.035867	true		true	non_hardcoded
RNPXL (N-term R)	R	N	None	H13C9N2O9P	H13C9N2O9P	1825	324.035867	true		true	non_hardcoded
s-GlcNAc (ST)	S, T		None	H13C8NO8S	H13C8NO8S	1412	283.036187	true		true	non_hardcoded
Saligenin (H)	H		None	H6C7O		1254	106.041865	true		true	non_hardcoded
Saligenin (K)	K		None	H6C7O		1254	106.041865	true		true	non_hardcoded
Ser->LacticAcid (Protein N-term S)	S	N	None	-HN		403	-15.010899	true	SLA	true	non_hardcoded
Ser/Thr-KDO (ST)	S, T		None	H12C8O7	H12C8O7	2022	220.058303	true		true	non_hardcoded
serotonylation (Q)	Q		None	H9C10NO		1992	159.068414	true		true	non_hardcoded
shTMT (K)	K		None	H20C3C'9N'2O2		2015	235.176741	true		true	non_hardcoded
shTMT (N-term)		N	None	H20C3C'9N'2O2		2015	235.176741	true		true	non_hardcoded
shTMTpro (K)	K		None	H25C'15N'3O3		2050	313.231019	true		true	non_hardcoded
shTMTpro (N-term)		N	None	H25C'15N'3O3		2050	313.231019	true		true	non_hardcoded
SMA (K)	K		None	H9C6NO2		29	127.063329	true	SMA	true	non_hardcoded
SMA (N-term)		N	None	H9C6NO2		29	127.063329	true	SMA	true	non_hardcoded
spermidine (Q)	Q		None	H16C7N2		1421	128.131349	true		true	non_hardcoded
spermine (Q)	Q		None	H23C10N3		1420	185.189198	true		true	non_hardcoded
SPITC (K)	K		None	C7H5NO3S2		261	214.971084	true	SI0	true	non_hardcoded
SPITC (N-term)		N	None	C7H5NO3S2		261	214.971084	true	SI0	true	non_hardcoded
Succinyl (K)	K		None	C4H4O3		64	100.016044	true	Suc	true	non_hardcoded
Succinyl (N-term)		N	None	C4H4O3		64	100.016044	true	Suc	true	non_hardcoded
SulfanilicAcid (C-term)		C	None	C6H5NO2S		285	155.004099	true	SA0	true	non_hardcoded
SulfanilicAcid (D)	D		None	C6H5NO2S		285	155.004099	true	SA0	true	non_hardcoded
SulfanilicAcid (E)	E		None	C6H5NO2S		285	155.004099	true	SA0	true	non_hardcoded
Sulfide (C)	C		None	S		421	31.972071	true	Sud	true	non_hardcoded
Sulfide (D)	D		None	S		421	31.972071	true	Sud	true	non_hardcoded
Sulfide (W)	W		None	S		421	31.972071	true	Sud	true	non_hardcoded
Sulfo (C)	C		None	O3S		40	79.956815	true	SuO	true	non_hardcoded
sulfo+amino (Y)	Y		None	HNO3S		997	94.967714	true		true	non_hardcoded
Sulfo-NHS-LC-LC-Biotin (K)	K		None	H36C22N4O4S		523	452.245726	true		true	non_hardcoded
Sulfo-NHS-LC-LC-Biotin (N-term)		N	None	H36C22N4O4S		523	452.245726	true		true	non_hardcoded
SulfoGMBS (C)	C		None	H26C22N4O5S		942	458.162391	true		true	non_hardcoded
SulfurDioxide (C)	C		None	O2S		1327	63.9619	true		true	non_hardcoded
SUMO2135 (K)	K		None	H137C90N21O37S		960	2135.920496	true		true	non_hardcoded
SUMO3549 (K)	K		None	H224C150N38O60S		961	3549.536568	true		true	non_hardcoded
TAMRA-FP (S)	S		None	H46C37N3O6P		1038	659.312423	true		true	non_hardcoded
TAMRA-FP (Y)	Y		None	H46C37N3O6P		1038	659.312423	true		true	non_hardcoded
Thiadiazole (C)	C		None	H6C9N2S		1035	174.025169	true		true	non_hardcoded
Thiazolidine (C)	C		None	C		1009	12	true	FRT	true	non_hardcoded
Thiazolidine (F)	F		None	C		1009	12	true	FRT	true	non_hardcoded
Thiazolidine (H)	H		None	C		1009	12	true	FRT	true	non_hardcoded
Thiazolidine (K)	K		None	C		1009	12	true	FRT	true	non_hardcoded
Thiazolidine (R)	R		None	C		1009	12	true	FRT	true	non_hardcoded
Thiazolidine (W)	W		None	C		1009	12	true	FRT	true	non_hardcoded
Thiazolidine (Y)	Y		None	C		1009	12	true	FRT	true	non_hardcoded
thioacylPA (K)	K		None	H9C6NO2S		967	159.035399	true		true	non_hardcoded
Thiophos-S-S-biotin (S)	S		None	H34C19N4O5PS3	H34C19N4O5PS3	332	525.142894	true	TSB	true	non_hardcoded
Thiophos-S-S-biotin (T)	T		None	H34C19N4O5PS3	H34C19N4O5PS3	332	525.142894	true	TSB	true	non_hardcoded
Thiophos-S-S-biotin (Y)	Y		None	H34C19N4O5PS3	H34C19N4O5PS3	332	525.142894	true	TSB	true	non_hardcoded
Thiophospho (S)	S		None	HO2PS		260	95.943487	true	ThP	true	non_hardcoded
Thiophospho (T)	T		None	HO2PS		260	95.943487	true	ThP	true	non_hardcoded
Thiophospho (Y)	Y		None	HO2PS		260	95.943487	true	ThP	true	non_hardcoded
Thrbiotinhydrazide (T)	T		None	H16C10N4OS		361	240.104482	true		true	non_hardcoded
Thyroxine (Y)	Y		None	C6OI4		398	595.612807	true	Trx	true	non_hardcoded
TMAB (K)	K		None	H14C7NO	H9C3N	476	128.107539	true		true	non_hardcoded
TMAB (N-term)		N	None	H14C7NO	H9C3N	476	128.107539	true		true	non_hardcoded
TMAB:2H(9) (K)	K		None	H5H'9C7NO	H'9C3N	477	137.16403	true		true	non_hardcoded
TMAB:2H(9) (N-term)		N	None	H5H'9C7NO	H'9C3N	477	137.16403	true		true	non_hardcoded
TMPP-Ac (K)	K		None	C29H33O10P		827	572.181134	true		true	non_hardcoded
TMPP-Ac (N-term)		N	None	C29H33O10P		827	572.181134	true		true	non_hardcoded
TMPP-Ac (Y)	Y		None	C29H33O10P		827	572.181134	true		true	non_hardcoded
TMT (H)	H		None	H20C12N2O2		739	224.152478	true	TM0	true	non_hardcoded
TMT (K)	K		None	H20C12N2O2		739	224.152478	true	TM0	true	non_hardcoded
TMT (N-term)		N	None	H20C12N2O2		739	224.152478	true	TM0	true	non_hardcoded
TMT (S)	S		None	H20C12N2O2		739	224.152478	true	TM0	true	non_hardcoded
TMT (T)	T		None	H20C12N2O2		739	224.152478	true	TM0	true	non_hardcoded
TMT2plex (H)	H		None	H20C11C'N2O2		738	225.155833	true	TM2	true	non_hardcoded
TMT2plex (S)	S		None	H20C11C'N2O2		738	225.155833	true	TM2	true	non_hardcoded
TMT2plex (T)	T		None	H20C11C'N2O2		738	225.155833	true	TM2	true	non_hardcoded
TMT6plex (H)	H		None	H20C8C'4NN'O2		737	229.162932	true	TM6	true	non_hardcoded
TMT6plex (S)	S		None	H20C8C'4NN'O2		737	229.162932	true	TM6	true	non_hardcoded
TMT6plex (T)	T		None	H20C8C'4NN'O2		737	229.162932	true	TM6	true	non_hardcoded
TMTpro (H)	H		None	H25C8C'7NN'2O3		2016	304.207146	true		true	non_hardcoded
TMTpro (S)	S		None	H25C8C'7NN'2O3		2016	304.207146	true		true	non_hardcoded
TMTpro (T)	T		None	H25C8C'7NN'2O3		2016	304.207146	true		true	non_hardcoded
TMTpro_zero (H)	H		None	H25C15N3O3		2017	295.189592	true		true	non_hardcoded
TMTpro_zero (K)	K		None	H25C15N3O3		2017	295.189592	true		true	non_hardcoded
TMTpro_zero (N-term)		N	None	H25C15N3O3		2017	295.189592	true		true	non_hardcoded
TMTpro_zero (S)	S		None	H25C15N3O3		2017	295.189592	true		true	non_hardcoded
TMTpro_zero (T)	T		None	H25C15N3O3		2017	295.189592	true		true	non_hardcoded
TNBS (K)	K		None	HC6N3O6		751	210.986535	true		true	non_hardcoded
TNBS (N-term)		N	None	HC6N3O6		751	210.986535	true		true	non_hardcoded
trifluoro (L)	L		None	F3 - H3		750	53.971735	true		true	non_hardcoded
Triiodo (Y)	Y		None	I3 - H3		131	377.689944	true	3Io	true	non_hardcoded
Triiodothyronine (Y)	Y		None	HC6OI3		397	469.716159	true	3IT	true	non_hardcoded
Trimethyl (K)	K		None	C3H6	H9C3N	37	42.04695	true	3Me	true	non_hardcoded
Trimethyl (Protein N-term A)	A	N	None	C3H6		37	42.04695	true	3Me	true	non_hardcoded
Trimethyl (R)	R		None	C3H6		37	42.04695	true	3Me	true	non_hardcoded
Trioxidation (C)	C		None	O3		345	47.984744	true	3Ox	true	non_hardcoded
Trioxidation (F)	F		None	O3		345	47.984744	true	3Ox	true	non_hardcoded
Trioxidation (W)	W		None	O3		345	47.984744	true	3Ox	true	non_hardcoded
Trioxidation (Y)	Y		None	O3		345	47.984744	true	3Ox	true	non_hardcoded
Tripalmitate (Protein N-term C)	C	N	None	H96C51O5		51	788.725777	true	3Pa	true	non_hardcoded
Tris (N)	N		None	H10C4NO2		1831	104.071154	true		true	non_hardcoded
Triton (C-term)		C	None	H20C14		1836	188.156501	true		true	non_hardcoded
Triton (N-term)		N	None	H20C14		1836	188.156501	true		true	non_hardcoded
Trp->Hydroxykynurenin (W)	W		None	O2 - C		350	19.989829	true	HKy	true	non_hardcoded
Trp->Kynurenin (W)	W		None	O - C		351	3.994915	true	Kyn	true	non_hardcoded
Trp->Oxolactone (W)	W		None	O - H2		288	13.979265	true	Oxo	true	non_hardcoded
Tween20 (N-term)		N	None	H21C12		1834	165.164326	true		true	non_hardcoded
Tween80 (C-term)		C	None	H31C18O		1835	263.237491	true		true	non_hardcoded
Tyr->Dha (Y)	Y		None	-H6C6O		400	-94.041865	true	YDA	true	non_hardcoded
Ub-Br2 (C)	C		None	H8C4N2O		1257	100.063663	true		true	non_hardcoded
Ub-fluorescein (C)	C		None	H29C31N6O7		1261	597.209772	true		true	non_hardcoded
Ub-VME (C)	C		None	H12C7N2O3		1258	172.084792	true		true	non_hardcoded
UgiJoullie (D)	D		None	H60C47N23O10		1276	1106.48935	true		true	non_hardcoded
UgiJoullie (E)	E		None	H60C47N23O10		1276	1106.48935	true		true	non_hardcoded
UgiJoullieProGly (D)	D		None	H10C7N2O2		1282	154.074228	true		true	non_hardcoded
UgiJoullieProGly (E)	E		None	H10C7N2O2		1282	154.074228	true		true	non_hardcoded
UgiJoullieProGlyProGly (D)	D		None	H20C14N4O4		1283	308.148455	true		true	non_hardcoded
UgiJoullieProGlyProGly (E)	E		None	H20C14N4O4		1283	308.148455	true		true	non_hardcoded
Unknown:162 (C-term)		C	None	H18C8O3		1970	162.125595	true		true	non_hardcoded
Unknown:162 (DE)	D, E		None	H18C8O3		1970	162.125595	true		true	non_hardcoded
Unknown:162 (N-term)		N	None	H18C8O3		1970	162.125595	true		true	non_hardcoded
Unknown:177 (C-term)		C	None	OFe3 - H7		1971	176.744957	true		true	non_hardcoded
Unknown:177 (DE)	D, E		None	OFe3 - H7		1971	176.744957	true		true	non_hardcoded
Unknown:177 (N-term)		N	None	OFe3 - H7		1971	176.744957	true		true	non_hardcoded
Unknown:210 (C-term)		C	None	H22C13O2		1972	210.16198	true		true	non_hardcoded
Unknown:210 (DE)	D, E		None	H22C13O2		1972	210.16198	true		true	non_hardcoded
Unknown:210 (N-term)		N	None	H22C13O2		1972	210.16198	true		true	non_hardcoded
Unknown:216 (C-term)		C	None	H16C10O5		1973	216.099774	true		true	non_hardcoded
Unknown:216 (DE)	D, E		None	H16C10O5		1973	216.099774	true		true	non_hardcoded
Unknown:216 (N-term)		N	None	H16C10O5		1973	216.099774	true		true	non_hardcoded
Unknown:234 (C-term)		C	None	H14C9O7		1974	234.073953	true		true	non_hardcoded
Unknown:234 (DE)	D, E		None	H14C9O7		1974	234.073953	true		true	non_hardcoded
Unknown:234 (N-term)		N	None	H14C9O7		1974	234.073953	true		true	non_hardcoded
Unknown:248 (C-term)		C	None	H28C13O4		1975	248.19876	true		true	non_hardcoded
Unknown:248 (DE)	D, E		None	H28C13O4		1975	248.19876	true		true	non_hardcoded
Unknown:248 (N-term)		N	None	H28C13O4		1975	248.19876	true		true	non_hardcoded
Unknown:250 (C-term)		C	None	H4C10NO5S		1976	249.981018	true		true	non_hardcoded
Unknown:250 (DE)	D, E		None	H4C10NO5S		1976	249.981018	true		true	non_hardcoded
Unknown:250 (N-term)		N	None	H4C10NO5S		1976	249.981018	true		true	non_hardcoded
Unknown:302 (C-term)		C	None	H8C4N5O7S2		1977	301.986514	true		true	non_hardcoded
Unknown:302 (DE)	D, E		None	H8C4N5O7S2		1977	301.986514	true		true	non_hardcoded
Unknown:302 (N-term)		N	None	H8C4N5O7S2		1977	301.986514	true		true	non_hardcoded
Unknown:306 (C-term)		C	None	H18C12O9		1978	306.095082	true		true	non_hardcoded
Unknown:306 (DE)	D, E		None	H18C12O9		1978	306.095082	true		true	non_hardcoded
Unknown:306 (N-term)		N	None	H18C12O9		1978	306.095082	true		true	non_hardcoded
Unknown:420 (C-term)		C	None	H24C12N2O6S4	H24C12N2O6S4	1979	420.051719	true		true	non_hardcoded
Unknown:420 (N-term)		N	None	H24C12N2O6S4	H24C12N2O6S4	1979	420.051719	true		true	non_hardcoded
VFQQQTGG (K)	K		None	H55C37N11O12		932	845.403166	true		true	non_hardcoded
VIEVYQEQTGG (K)	K		None	H81C53N13O19		933	1203.577168	true		true	non_hardcoded
Withaferin (C)	C		None	H38C28O6		1036	470.266839	true		true	non_hardcoded
Xlink:B10621 (C)	C		None	H30C31N4O6SI		323	713.093079	true	XB1	true	non_hardcoded
Xlink:BMOE (C)	C		None	H8C10N2O4		824	220.048407	true		true	non_hardcoded
Xlink:BS2G[113] (K)	K		None	H7C5NO2		1906	113.047679	true		true	non_hardcoded
Xlink:BS2G[114] (K)	K		None	H6C5O3		1907	114.031694	true		true	non_hardcoded
Xlink:BS2G[217] (K)	K		None	H15C9NO5		1908	217.095023	true		true	non_hardcoded
Xlink:BS2G[96] (K)	K		None	H4C5O2		1905	96.021129	true		true	non_hardcoded
Xlink:BuUrBu[111] (K)	K		None	H5C5NO2		1885	111.032028	true		true	non_hardcoded
Xlink:BuUrBu[196] (K)	K		None	H12C9N2O3		1899	196.084792	true		true	non_hardcoded
Xlink:BuUrBu[213] (K)	K		None	H15C9N3O3		1887	213.111341	true		true	non_hardcoded
Xlink:BuUrBu[214] (K)	K		None	H14C9N2O4		1888	214.095357	true		true	non_hardcoded
Xlink:BuUrBu[317] (K)	K		None	H23C13N3O6		1889	317.158686	true		true	non_hardcoded
Xlink:BuUrBu[85] (K)	K		None	H7C4NO		1886	85.052764	true		true	non_hardcoded
Xlink:DFDNB (K)	K		None	C6N2O4		825	163.985807	true		true	non_hardcoded
Xlink:DFDNB (N)	N		None	C6N2O4		825	163.985807	true		true	non_hardcoded
Xlink:DFDNB (Q)	Q		None	C6N2O4		825	163.985807	true		true	non_hardcoded
Xlink:DFDNB (R)	R		None	C6N2O4		825	163.985807	true		true	non_hardcoded
Xlink:DMP[122] (K)	K		None	H10C7N2		1912	122.084398	true		true	non_hardcoded
Xlink:DMP[139] (K)	K		None	H13C7N3		1911	139.110947	true		true	non_hardcoded
Xlink:DMP[140] (K)	K		None	H12C7N2O		1027	140.094963	true		true	non_hardcoded
Xlink:DMP[154] (K)	K		None	H14C8N2O		455	154.110613	true		true	non_hardcoded
Xlink:DSPP[210] (K)	K		None	H3C8O5P		2058	209.97181	true		true	non_hardcoded
Xlink:DSPP[226] (K)	K		None	H5C8NO5P		2061	225.990534	true		true	non_hardcoded
Xlink:DSPP[228] (K)	K		None	H5C8O6P		2059	227.982375	true		true	non_hardcoded
Xlink:DSPP[331] (K)	K		None	H14C12NO8P		2060	331.045704	true		true	non_hardcoded
Xlink:DSS[138] (K)	K		None	H10C8O2		1898	138.06808	true		true	non_hardcoded
Xlink:DSS[155] (K)	K		None	H13C8NO2		1789	155.094629	true		true	non_hardcoded
Xlink:DSS[156] (K)	K		None	H12C8O3		1020	156.078644	true		true	non_hardcoded
Xlink:DSS[259] (K)	K		None	H21C12NO5		1877	259.141973	true		true	non_hardcoded
Xlink:DSSO[104] (K)	K		None	H4C3O2S		1883	103.9932	true		true	non_hardcoded
Xlink:DSSO[158] (K)	K		None	H6C6O3S		1896	158.003765	true		true	non_hardcoded
Xlink:DSSO[175] (K)	K		None	H9C6NO3S		1879	175.030314	true		true	non_hardcoded
Xlink:DSSO[176] (K)	K		None	H8C6O4S		1878	176.01433	true		true	non_hardcoded
Xlink:DSSO[279] (K)	K		None	H17C10NO6S		1880	279.077658	true		true	non_hardcoded
Xlink:DSSO[54] (K)	K		None	H2C3O		1881	54.010565	true		true	non_hardcoded
Xlink:DSSO[86] (K)	K		None	H2C3OS		1882	85.982635	true		true	non_hardcoded
Xlink:DST[114] (K)	K		None	H2C4O4		1901	113.995309	true		true	non_hardcoded
Xlink:DST[132] (K)	K		None	H4C4O5		1022	132.005873	true		true	non_hardcoded
Xlink:DST[56] (K)	K		None	C2O2		1999	55.989829	true		true	non_hardcoded
Xlink:DTBP[172] (K)	K		None	H8C6N2S2		1900	172.01289	true		true	non_hardcoded
Xlink:DTBP[87] (K)	K		None	H5C3NS		324	87.01427	true		true	non_hardcoded
Xlink:DTSSP[174] (K)	K		None	H6C6O2S2		1902	173.980921	true		true	non_hardcoded
Xlink:DTSSP[192] (K)	K		None	H8C6O3S2		1023	191.991486	true		true	non_hardcoded
Xlink:DTSSP[88] (K)	K		None	H4C3OS		126	87.998285	true		true	non_hardcoded
Xlink:EGS[115] (K)	K		None	H5C4NO3		1028	115.026943	true		true	non_hardcoded
Xlink:EGS[226] (K)	K		None	H10C10O6		1897	226.047738	true		true	non_hardcoded
Xlink:EGS[244] (K)	K		None	H12C10O7		1021	244.058303	true		true	non_hardcoded
Xlink:SMCC[219] (C)	C		None	H13C12NO3		1903	219.089543	true		true	non_hardcoded
Xlink:SMCC[219] (K)	K		None	H13C12NO3		1903	219.089543	true		true	non_hardcoded
Xlink:SMCC[237] (C)	C		None	H15C12NO4		1024	237.100108	true		true	non_hardcoded
Xlink:SMCC[237] (K)	K		None	H15C12NO4		1024	237.100108	true		true	non_hardcoded
Xlink:SMCC[321] (C)	C		None	H27C17N3O3		908	321.205242	true		true	non_hardcoded
ZGB (K)	K		None	H53C37N6O6F2SB		861	758.380841	true		true	non_hardcoded
ZGB (N-term)		N	None	H53C37N6O6F2SB		861	758.380841	true		true	non_hardcoded
ZQG (K)	K		None	H16C15N2O6	H6C8O2	2001	320.100836	true		true	non_hardcoded
Acetyl:13C(2) (K)	K		None	C'2 - C2		1372	44.017274	false		true	non_hardcoded
Acetyl:2H(3) (H)	H		None	H'3 - H3		56	45.029395	false	DAc	true	non_hardcoded
Acetyl:2H(3) (K)	K		None	H'3 - H3		56	45.029395	false	DAc	true	non_hardcoded
Acetyl:2H(3) (N-term)		N	None	H'3 - H3		56	45.029395	false	DAc	true	non_hardcoded
Acetyl:2H(3) (S)	S		None	H'3 - H3		56	45.029395	false	DAc	true	non_hardcoded
Acetyl:2H(3) (T)	T		None	H'3 - H3		56	45.029395	false	DAc	true	non_hardcoded
Acetyl:2H(3) (Y)	Y		None	H'3 - H3		56	45.029395	false	DAc	true	non_hardcoded
AEC-MAEC:2H(4) (S)	S		None	H'4 - H4		792	63.044462	false		true	non_hardcoded
AEC-MAEC:2H(4) (T)	T		None	H'4 - H4		792	63.044462	false		true	non_hardcoded
BEMAD_C:2H(6) (C)	C		None	H'6 - H6		764	126.062161	false		true	non_hardcoded
BEMAD_ST:2H(6) (S)	S		None	H'6 - H6		763	142.039317	false		true	non_hardcoded
BEMAD_ST:2H(6) (T)	T		None	H'6 - H6		763	142.039317	false		true	non_hardcoded
Carboxymethyl:13C(2) (C)	C		None	C'2 - C2		775	60.012189	false		true	non_hardcoded
Cys->SecNEM:2H(5) (C)	C		None	H'5 - H5		1034	178.023511	false		true	non_hardcoded
Dimethyl:2H(6) (K)	K		None	H'6 - H6		1291	34.068961	false	DM6	true	non_hardcoded
Dimethyl:2H(6) (N-term)		N	None	H'6 - H6		1291	34.068961	false	DM6	true	non_hardcoded
Dimethyl:2H(6) (R)	R		None	H'6 - H6		1291	34.068961	false	DM6	true	non_hardcoded
Dimethyl:2H(6)13C(2) (K)	K		None	C'2H'6 - C2H6		330	36.07567	false	DM8	true	non_hardcoded
Dimethyl:2H(6)13C(2) (N-term)		N	None	C'2H'6 - C2H6		330	36.07567	false	DM8	true	non_hardcoded
Dimethyl:2H(6)13C(2) (R)	R		None	C'2H'6 - C2H6		330	36.07567	false	DM8	true	non_hardcoded
EQAT:2H(5) (C)	C		None	H'5 - H5		198	189.188947	false	EQ5	true	non_hardcoded
